person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Olimpiu Stan,olimpiustan,olimpiustan@email.ro,1061019202371,1958-09-10,"Soseaua Zoe Tabacu Nr. 244 Bl. 26  Sc. 85 Ap. 155, Simeria, 554288",0728 692 998,8f:05:d6:0c:35:88,196.19.140.236,RO13RIMK8166861459386255,2025-06-25 06:40:14,35822,687,159,1087718,ffdaf45f-4022-458a-9f95-e9e138d2adea
Gina Albu,ginaalbu,ginaalbu@email.ro,7350601118346,2013-09-26,"Drumul Voinea Nr. 861, Sibiu, 459931",0269 979 366,dc:ca:69:97:27:b3,86.7.7.160,RO94VXXW1375882198803713,2025-06-25 06:40:14,9724,835,93,1883152,5157e4a4-b9a2-4027-83cd-eccb63871ff2
Emilia Pop,emiliapop,emiliapop@141.ro,5501219451399,1961-12-30,"Strada Voinea Nr. 327, Blaj, 996789",0262 575 434,9d:75:c2:7b:07:c9,90.61.148.17,RO57LEEG8387472528594952,2025-06-25 06:40:14,34137,759,327,1003646,2f2a4fe0-04b2-4e75-bf0a-502b2c38bb43
Aristița Florea,aristițaflorea,aristițaflorea@acasa.ro,7771205068267,2017-11-18,"Drumul Manole, Bocsa, 306282",0711 936 785,eb:fe:f1:dd:23:50,20.37.31.112,RO27BBUS2403112760577414,2025-06-25 06:40:14,2741,904,590,1005151,10c90abb-984b-487d-8aaa-cef0e490bc5c
Bogdana Stancu,bogdanastancu,bogdanastancu@email.ro,5960809094926,2017-07-16,"Soseaua Gina Nemeș Nr. 278, Barlad, 504450",0780 350 288,bd:6f:2b:62:49:1a,18.154.149.135,RO74KVWZ1798608534165698,2025-06-25 06:40:14,18576,110,62,69120,2800a0cf-02b8-4fc8-bb75-7bcabc95b2e7
Frusina Pop,frusinapop,frusinapop@post.ro,4640509364911,1992-10-20,"Aleea Toma, Borcea, 540636",0759 697 232,d1:71:3b:cc:0e:14,106.154.99.110,RO91RXQX0549397480830451,2025-06-25 06:40:14,35731,958,671,940460,53eff156-10f7-496e-acad-0eec230e59e7
Antonie Tabacu,antonietabacu,antonietabacu@post.ro,5580816263516,1993-10-23,"Drumul Dobre Nr. 199, Dorohoi, 453683",0249 034 931,48:27:65:d0:75:2b,4.143.91.186,RO18FUQQ6441113709160284,2025-06-25 06:40:14,35268,935,273,546264,9eb81769-ae35-45b3-b3a3-d9fbae7957b1
Venera Popa,venerapopa,venerapopa@141.ro,4680727037052,1914-08-14,"Soseaua Aurică Stan, Alba Iulia, 725133",0769 332 162,ea:26:8d:05:c4:dd,108.66.23.226,RO53XQNF6720611662486143,2025-06-25 06:40:14,19488,402,43,1053136,06951a6e-7ef4-4812-a1f4-0810d0e803b9
Cerasela Oprea,ceraselaoprea,ceraselaoprea@acasa.ro,1940922260557,1974-06-05,"Strada Preda, Seini, 119420",0238 637 737,e0:5b:60:97:14:31,191.165.178.170,RO69GYJQ4315024404265108,2025-06-25 06:40:14,569,439,85,1561953,79ae2ae8-8035-42c5-961e-89b35afb7a82
Eliana Voinea,elianavoinea,elianavoinea@gmail.com,1780329355550,1918-10-16,"Soseaua Georgescu, Iernut, 204320",0759 083 341,10:9c:07:86:a2:6b,34.204.41.5,RO94XBAJ1465673361057293,2025-06-25 06:40:14,24843,63,166,798979,4d9b0946-e0bd-406e-818c-253345ca1890
Stelian Popescu,stelianpopescu,stelianpopescu@post.ro,7420415351035,1997-03-29,"Strada Tabacu Nr. 831, Draganesti-Olt, 783146",0259 426 914,27:68:a6:d3:3a:64,107.1.169.211,RO53LRHH1676713203199661,2025-06-25 06:40:14,16343,252,78,810595,1be22910-c2d4-479e-8629-c138672128b9
Adela Ene,adelaene,adelaene@post.ro,5760622408354,2010-07-20,"Strada Mazilescu Nr. 25, Magurele, 153598",021 114 9636,12:e6:c8:01:0d:f0,58.243.208.118,RO49ZNHV4442809687798641,2025-06-25 06:40:14,22094,402,84,431416,a219ef1f-bd98-437c-8996-90c40deb43d6
Iustin Nistor,iustinnistor,iustinnistor@email.ro,6150305412555,2018-03-07,"Soseaua Dora Popa, Raducaneni, 744123",0764 690 044,76:32:7b:2a:5e:8d,204.228.136.35,RO78ZNMS8264626811206502,2025-06-25 06:40:14,25882,210,417,454213,32134d71-ef5a-4142-b3f3-ff9ed001d424
Elodia Nistor,elodianistor,elodianistor@acasa.ro,4520825186660,1915-01-16,"Aleea Lelia Toma Nr. 554, Baciu, 580422",0766 681 659,e9:67:78:e4:0c:b8,44.60.74.23,RO41QYOR4476297038579736,2025-06-25 06:40:14,32482,808,781,1717280,3a89cb7f-5491-4d01-9b5b-740c46593617
Nechifor Stan,nechiforstan,nechiforstan@kappa.ro,2501109056950,1972-06-05,"Strada Ionescu Nr. 84, Eforie Nord, 681354",0257 315 385,f2:fc:d9:18:4b:c7,70.12.155.63,RO10EYLH0407981504367689,2025-06-25 06:40:14,31659,43,202,1216804,57fadf98-b84a-4cdb-a976-183c74b4ee96
Ana Nemeș,ananemeș,ananemeș@acasa.ro,7170205321307,1910-12-19,"Soseaua Nistor, Bailesti, 483393",0768 484 894,d0:3b:c0:65:b0:54,189.22.164.131,RO74QLVY4669468837426373,2025-06-25 06:40:14,22220,71,296,968928,8f8d468d-d5fe-4d5f-a2c5-3f16274d129f
Gicu Diaconescu,gicudiaconescu,gicudiaconescu@email.ro,5601223375834,2014-08-09,"Aleea Diaconu Nr. 902 Bl. 80  Sc. 45 Ap. 496, Anina, 466785",0768 281 300,f7:14:74:be:0a:8b,37.117.216.204,RO59YJEA8064989671895150,2025-06-25 06:40:14,4144,536,726,1101211,ac7bb85c-efe0-413f-91bb-90d783c7c633
Anișoara Cristea,anișoaracristea,anișoaracristea@post.ro,1930721344636,1998-11-07,"Bulevardul Voinea Nr. 573, Rasnov, 484201",0267 356 041,dd:f7:5d:65:11:a5,81.7.70.17,RO80GBEJ5282259513707347,2025-06-25 06:40:14,9114,927,206,94180,7a5b5795-10a8-49eb-923a-6a6db225f50f
Svetlana Niță,svetlananiță,svetlananiță@141.ro,6350907196995,1953-07-31,"Soseaua Gheorghiu Nr. 462, Ploiesti, 763002",0736 254 467,0b:73:a8:0b:a0:31,176.18.154.114,RO28FYXO1773895186620418,2025-06-25 06:40:14,10433,394,792,325482,aef59420-4347-4fe0-82e9-69c81bdd737a
Viorel Toma,vioreltoma,vioreltoma@zzup.ro,2560604062541,1915-04-18,"Strada Pop, Baile Borsa, 775653",0269 069 487,c8:c3:42:f3:1f:f1,110.22.219.138,RO97UUPZ7234249874294171,2025-06-25 06:40:14,15918,448,204,1960083,b5d749b8-3026-446e-a3d6-ae4ef7443b55
Petrică Dobre,petricădobre,petricădobre@gmail.com,7410821271749,1978-07-30,"Strada Aanei, Straja, 830778",0730 022 432,78:08:e9:c1:49:00,80.161.66.224,RO59VYOW4282191763615483,2025-06-25 06:40:14,17746,556,7,526352,2ab37b06-7745-4e3f-a709-4ff06c74941f
Lorelei Georgescu,loreleigeorgescu,loreleigeorgescu@email.ro,8390715144978,1982-01-28,"Drumul Ioniță Nr. 52, Cugir, 385539",0266 133 283,3f:df:e9:6a:2d:b5,218.105.89.235,RO98CLQZ4037664176590610,2025-06-25 06:40:14,4147,223,577,1625015,dcdd3a30-4445-4c48-af62-c39be481915b
Dragoș Manole,dragoșmanole,dragoșmanole@gmail.com,2150914055823,2022-06-18,"Intrarea Barbu Ene Nr. 457 Bl. 44  Sc. 11 Ap. 326, Adjud, 308051",0242 339 140,b6:90:72:09:c2:06,155.237.53.146,RO45ESNK3686633929582034,2025-06-25 06:40:14,31739,402,642,628061,b2694a14-6d9d-46a8-b3dd-51e0eacb0d33
Clarisa Nemeș,clarisanemeș,clarisanemeș@kappa.ro,4150931276585,1949-01-14,"Strada Eftimie Nr. 521 Bl. 34  Sc. 11 Ap. 371, Afumati, 704346",0741 970 023,0f:bc:e2:b1:4f:c9,194.79.157.224,RO31LCSA7855608949225061,2025-06-25 06:40:14,6846,797,221,1805295,b5b99435-5f6b-42f7-a014-3a215b6fa099
Carla Stan,carlastan,carlastan@zzup.ro,8910928462538,1916-03-26,"Drumul Ionescu Nr. 596 Bl. 29  Sc. 43 Ap. 417, Simleu Silvaniei, 319391",0770 032 333,01:30:e2:31:1e:a9,53.226.169.235,RO06MADE0210310514129259,2025-06-25 06:40:14,31445,453,453,1246523,0824dedf-1aa8-449e-aa24-4ea481b17741
Minodora Albu,minodoraalbu,minodoraalbu@gmail.com,8810801299138,1926-09-17,"Soseaua Preda Nr. 75 Bl. 76  Sc. 25 Ap. 741, Campulung, 764429",0233 879 798,9d:6a:bd:59:66:b2,182.48.248.17,RO47SNGZ8158265794791072,2025-06-25 06:40:14,19332,398,43,428860,968a6514-78fb-4106-aff7-e2d46cb1b251
Iridenta Tudor,iridentatudor,iridentatudor@141.ro,5320220452503,2020-08-06,"Aleea Ionescu, Petrila, 904584",0741 188 306,af:ba:06:91:e2:4a,95.25.211.38,RO88HHMU8376069625700940,2025-06-25 06:40:14,14534,525,780,1630793,d8382b53-9b3c-4624-89d9-95709db16972
Andreea Toma,andreeatoma,andreeatoma@acasa.ro,2650225260278,2008-05-12,"Drumul Viorica Nistor, Fetesti, 945815",0730 844 147,9d:ba:c1:27:2b:0c,16.140.175.115,RO49BIQJ4713594443875751,2025-06-25 06:40:14,17360,916,297,580970,c688c995-0a5a-49cd-93ba-a5948110142a
Cecilia Suciu,ceciliasuciu,ceciliasuciu@acasa.ro,1610407352639,1991-12-06,"Strada Popa, Codlea, 166772",0258 383 857,4f:1c:a4:85:52:0b,208.48.33.167,RO09SFRH5381034985299838,2025-06-25 06:40:14,1739,689,496,1173569,6db89ec2-1cf0-469a-ae19-c30a6d4bc608
Dina Stănescu,dinastănescu,dinastănescu@gmail.com,3091025247233,1930-09-03,"Drumul Toma Nr. 544, Bailesti, 410368",0770 419 205,2c:72:96:29:6f:af,171.245.114.12,RO79IOZX1424464681377228,2025-06-25 06:40:14,27588,539,629,97186,f3540aba-ccde-4982-862a-716af2b50e44
Rareș Dochioiu,rareșdochioiu,rareșdochioiu@kappa.ro,1360129017288,1953-11-02,"Drumul Oprea, Targu Neamt, 757485",0711 631 434,00:0a:ec:37:95:4b,163.129.96.95,RO19GAIG0748251651141432,2025-06-25 06:40:14,182,829,467,227718,b70bfa9c-e98d-415d-946d-2fe6604bf391
Maricica Pop,maricicapop,maricicapop@zzup.ro,6510218074161,1949-03-11,"Drumul Nistor Nr. 427 Bl. 69  Sc. 36 Ap. 929, Fundulea, 655217",0786 266 307,17:97:d1:25:dc:97,31.237.125.253,RO07WBSF8059272844772240,2025-06-25 06:40:14,1898,900,137,1869883,eeecc58f-aea4-41cc-a057-041e09b715dd
Sever Ionescu,severionescu,severionescu@gmail.com,2311216099716,1942-01-20,"Aleea Ene Nr. 73, Anina, 323447",0751 936 918,d1:19:3c:c7:7c:6b,44.163.117.125,RO72EWQB6341422951090560,2025-06-25 06:40:14,12073,871,662,1922875,dd923f00-d7a6-414c-981a-0d53953a1aeb
Mugurel Marin,mugurelmarin,mugurelmarin@kappa.ro,4181011238311,1929-02-13,"Strada Dorinel Stan Nr. 772 Bl. 56  Sc. 11 Ap. 623, Negresti, 361320",0244 120 804,c7:bd:48:e6:95:d7,81.98.114.108,RO11KKNW1563646592426707,2025-06-25 06:40:14,7562,512,166,1927416,6e4e5846-4417-4063-9233-19834deaf04f
Eustațiu Gheorghiu,eustațiugheorghiu,eustațiugheorghiu@kappa.ro,7991115027259,1954-02-26,"Strada Ionescu Nr. 71, Agnita, 420261",0741 554 783,75:20:d9:bf:06:c3,120.153.92.100,RO89NCBS7305856169079222,2025-06-25 06:40:14,6496,100,739,763233,29d4f286-4940-4041-826e-3b9eeb31af06
Codruț Stancu,codruțstancu,codruțstancu@gmail.com,6921131428591,1910-02-01,"Strada Ioniță Nr. 289 Bl. 13  Sc. 82 Ap. 389, Petrosani, 625969",0785 114 959,dd:e4:47:ae:6d:c7,185.12.30.74,RO32LQYW9623753007295265,2025-06-25 06:40:14,12281,861,601,89273,868227fd-abc5-48aa-9844-d91df11c986c
Marta Barbu,martabarbu,martabarbu@email.ro,1260418177055,1969-12-01,"Aleea Eftimie Nr. 382, Hunedoara, 598269",0730 161 912,49:ca:1a:0e:1a:18,16.87.92.34,RO13TSPL2006946958465032,2025-06-25 06:40:14,25478,861,372,565786,60f1e55a-19bb-4ce4-984d-e10b0657e334
Draga Cristea,dragacristea,dragacristea@kappa.ro,8930502244372,2006-12-08,"Intrarea Nistor, Turnu Magurele, 890506",0749 982 194,fe:1e:bc:7a:20:ee,85.149.37.97,RO33PMSS9796782319415804,2025-06-25 06:40:14,16028,734,222,1429933,9a92b674-fbd3-42f8-906d-2cf4f5340e59
Cornel Gheorghiu,cornelgheorghiu,cornelgheorghiu@141.ro,6770602265741,1931-07-26,"Bulevardul Sonia Diaconu, Alexandria, 959398",0755 141 381,50:a4:b3:db:49:10,22.56.224.16,RO89IJRT8940758759592162,2025-06-25 06:40:14,18174,912,669,1765963,e483b9b8-0af2-4866-af88-6c453c1211b3
Achim Tomescu,achimtomescu,achimtomescu@kappa.ro,4771031329362,1939-04-14,"Drumul Cristea, Busteni, 867722",0268 929 604,de:6e:cb:f1:26:02,191.129.203.218,RO27RZGJ4764528920393701,2025-06-25 06:40:14,7778,451,191,474320,4671e6fe-a3d1-4f9b-a001-7f286e640262
Simona Mocanu,simonamocanu,simonamocanu@gmail.com,1280522243922,1955-09-30,"Soseaua Manole Nr. 441, Huedin, 144666",0772 757 818,c0:a0:1f:fd:9e:c5,129.211.217.151,RO61CCID8990483143050376,2025-06-25 06:40:14,4341,162,14,69557,3f5c45cd-e985-41eb-8ee7-437733f4a86d
Voicu Popescu,voicupopescu,voicupopescu@post.ro,5441017212783,1948-07-23,"Aleea Stoica Nr. 27, Poienile de sub Munte, 447626",0746 766 141,a9:e3:02:49:48:8c,90.31.70.125,RO81XVOG5885196803103877,2025-06-25 06:40:14,18453,728,259,1090657,4c729185-6fed-410a-bedb-c8350725f712
Alexandrina Stan,alexandrinastan,alexandrinastan@gmail.com,5380126414243,1938-09-27,"Drumul Alma Nistor Nr. 72, Fagetel (Remetea), 987147",0267 743 764,6a:62:e7:26:5c:4d,66.139.43.128,RO14PAJW9787475395333776,2025-06-25 06:40:14,3643,568,107,1868831,a9ed003d-6424-44e4-900e-70c32bf8e638
Geta Florea,getaflorea,getaflorea@post.ro,3771128179621,1984-06-26,"Intrarea Jan Ene Nr. 385 Bl. 89  Sc. 29 Ap. 610, Fagetel (Remetea), 363604",0732 351 679,ce:a5:63:13:7a:04,45.78.177.215,RO94FNDD8989539326399126,2025-06-25 06:40:14,31387,906,419,1129177,a062f181-6345-4439-afc9-9d51fe7c5a6a
Ștefana Eftimie,ștefanaeftimie,ștefanaeftimie@acasa.ro,7590607359241,1925-04-21,"Bulevardul Nemeș Nr. 50 Bl. 96  Sc. 99 Ap. 287, Valu lui Traian, 467298",0769 075 173,12:9a:f5:4d:b3:73,37.16.144.127,RO24HJXY1703806098029581,2025-06-25 06:40:14,2361,621,249,1043076,fb66aa87-85b7-42ec-a49b-ac05e432871b
Lică Nistor,licănistor,licănistor@141.ro,8280831092297,1931-04-07,"Aleea Cecilia Diaconescu Nr. 152, Curtici, 566916",0261 809 070,cb:cb:d8:52:56:16,108.129.229.246,RO44DAJK7213991041346451,2025-06-25 06:40:14,12321,770,298,633013,a60e3346-cc53-431d-b595-396a28fb26e3
Niculiță Dumitrescu,niculițădumitrescu,niculițădumitrescu@kappa.ro,7920816355357,1969-08-27,"Drumul Dumitrescu, Curcani, 420666",0243 218 618,fe:bf:af:3e:39:71,38.225.121.224,RO32MGBA9037078410505456,2025-06-25 06:40:14,8323,158,29,292030,a9fe5c14-bb15-4989-9209-48e94b6eb167
Florența Ardelean,florențaardelean,florențaardelean@141.ro,2830119398365,1948-11-17,"Soseaua Mocanu, Siret, 753629",0262 531 289,15:01:0d:fb:e1:8a,209.80.77.206,RO80ZDAZ5986983620686259,2025-06-25 06:40:14,19903,829,637,976607,82136672-67d6-43da-9707-274bde87d7bd
Cantemir Georgescu,cantemirgeorgescu,cantemirgeorgescu@kappa.ro,8120406393345,1969-01-07,"Bulevardul Zamfira Dinu Nr. 462 Bl. 41  Sc. 15 Ap. 543, Vicovu de Sus, 772831",0761 336 815,4d:07:7c:f0:d6:41,97.43.74.230,RO94QYNY9549724719168207,2025-06-25 06:40:14,17856,869,388,1615954,632a120e-a8a3-4835-8926-fb8360a4397c
Adrian Dochioiu,adriandochioiu,adriandochioiu@kappa.ro,7680505181791,1931-12-31,"Bulevardul Mirela Ene, Rosiori de Vede, 296602",0723 031 999,e3:d8:46:2d:06:3b,50.215.2.14,RO42MCFS2710808848269506,2025-06-25 06:40:14,19087,472,218,132713,21b65f5f-b449-4084-9795-a9352e8af6cc
Cătălin Cristea,cătălincristea,cătălincristea@acasa.ro,3390922425659,2017-11-16,"Aleea Dobre, Ploiesti, 342888",0734 309 001,f0:b9:8a:8c:23:4f,155.161.57.33,RO44KFSM6488440224510556,2025-06-25 06:40:14,5934,691,379,208575,8ab42e5c-112c-416f-bde1-c1f708f18170
Mona Mazilescu,monamazilescu,monamazilescu@141.ro,6910922136230,2009-09-23,"Aleea Ene Nr. 94 Bl. 22  Sc. 47 Ap. 549, Cudalbi, 959884",0266 317 475,7f:e9:53:63:e2:7b,163.70.130.205,RO46RFCK9708533945641574,2025-06-25 06:40:14,25604,753,297,379639,e92d5357-139b-4bab-b5c6-97ac54b31933
Crenguța Tomescu,crenguțatomescu,crenguțatomescu@acasa.ro,1221211043213,1954-12-18,"Intrarea Toma Nr. 715, Sovata, 919173",0724 427 603,8e:9f:45:2c:c7:89,124.89.1.77,RO79HXBN4494379569565252,2025-06-25 06:40:14,15803,726,89,1000562,9dd1bdfb-6e3c-4bcd-a2f7-096f511e0bfa
Alma Florea,almaflorea,almaflorea@email.ro,8221007237390,1933-10-14,"Aleea Eftimie Nr. 397 Bl. 50  Sc. 53 Ap. 866, Calarasi, 554742",0735 201 661,fb:e2:e2:88:66:d6,122.125.176.168,RO16HRTZ9127151773511321,2025-06-25 06:40:14,28352,744,775,1603137,3315308c-3683-4703-b1de-27149e849d44
Arian Stoica,arianstoica,arianstoica@141.ro,7360525192518,1988-02-29,"Drumul Eusebia Cristea Nr. 748 Bl. 91  Sc. 63 Ap. 844, Sacele, 327690",0788 922 371,c6:1e:ed:40:27:2e,52.40.56.110,RO21ATUT8724994032395289,2025-06-25 06:40:14,4889,139,14,770714,e2ede600-39c0-4700-83b6-3cfcf8fa010c
Doriana Stancu,dorianastancu,dorianastancu@post.ro,6960316440331,1926-09-18,"Soseaua Aurelian Ionescu, Matca, 573781",0723 485 418,93:95:0f:96:ff:e5,209.226.78.174,RO16SCVQ0966415723584988,2025-06-25 06:40:14,23632,520,186,862164,38154a9c-dff1-492c-8106-4ed06e3aea5f
Diana Suciu,dianasuciu,dianasuciu@zzup.ro,5331206049070,2010-08-12,"Aleea Dacian Albu, Iernut, 369474",0736 468 831,9c:25:6f:ef:18:7e,106.187.115.93,RO68HBTI4081029200645137,2025-06-25 06:40:14,27172,33,224,1109898,6debf9f3-edcd-4224-ad50-34559061071b
